date,state,fips,cases,deaths,days,Total,Pop,casespm,casespt
2020-01-21,Washington,53,1,0,1,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-01-22,Washington,53,1,0,2,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-01-23,Washington,53,1,0,3,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-01-24,Washington,53,1,0,4,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-01-25,Washington,53,1,0,5,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-01-26,Washington,53,1,0,6,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-01-27,Washington,53,1,0,7,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-01-28,Washington,53,1,0,8,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-01-29,Washington,53,1,0,9,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-01-30,Washington,53,1,0,10,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-01-31,Washington,53,1,0,11,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-01,Washington,53,1,0,12,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-02,Washington,53,1,0,13,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-03,Washington,53,1,0,14,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-04,Washington,53,1,0,15,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-05,Washington,53,1,0,16,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-06,Washington,53,1,0,17,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-07,Washington,53,1,0,18,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-08,Washington,53,1,0,19,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-09,Washington,53,1,0,20,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-10,Washington,53,1,0,21,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-11,Washington,53,1,0,22,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-12,Washington,53,1,0,23,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-13,Washington,53,1,0,24,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-14,Washington,53,1,0,25,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-15,Washington,53,1,0,26,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-16,Washington,53,1,0,27,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-17,Washington,53,1,0,28,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-18,Washington,53,1,0,29,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-19,Washington,53,1,0,30,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-20,Washington,53,1,0,31,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-21,Washington,53,1,0,32,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-22,Washington,53,1,0,33,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-23,Washington,53,1,0,34,1.7,7797095,0.12825289418687347,0.00012825289418687345
2020-02-24,Washington,53,5,0,35,1.7,7797095,0.6412644709343672,0.0006412644709343672
2020-02-25,Washington,53,5,0,36,1.7,7797095,0.6412644709343672,0.0006412644709343672
2020-02-26,Washington,53,5,0,37,1.7,7797095,0.6412644709343672,0.0006412644709343672
2020-02-27,Washington,53,5,0,38,1.7,7797095,0.6412644709343672,0.0006412644709343672
2020-02-28,Washington,53,7,0,39,1.7,7797095,0.897770259308114,0.000897770259308114
2020-02-29,Washington,53,10,1,40,1.7,7797095,1.2825289418687345,0.0012825289418687345
2020-03-01,Washington,53,17,3,41,1.7,7797095,2.1802992011768487,0.0021802992011768487
2020-03-02,Washington,53,23,6,42,1.7,7797095,2.9498165662980895,0.0029498165662980892
2020-03-03,Washington,53,32,10,43,1.7,7797095,4.104092613979951,0.00410409261397995
2020-03-04,Washington,53,47,11,44,1.7,7797095,6.027886026783052,0.006027886026783052
2020-03-05,Washington,53,75,11,45,1.7,7797095,9.618967064015507,0.009618967064015507
2020-03-06,Washington,53,86,12,46,1.7,7797095,11.029748900071116,0.011029748900071117
2020-03-07,Washington,53,110,16,47,1.7,7797095,14.10781836055608,0.01410781836055608
2020-03-08,Washington,53,141,19,48,1.7,7797095,18.083658080349156,0.018083658080349157
2020-03-09,Washington,53,179,22,49,1.7,7797095,22.957268059450346,0.022957268059450347
2020-03-10,Washington,53,279,24,50,1.7,7797095,35.78255747813769,0.035782557478137696
2020-03-11,Washington,53,338,29,51,1.7,7797095,43.349478235163225,0.043349478235163226
2020-03-12,Washington,53,419,32,52,1.7,7797095,53.73796266429997,0.05373796266429997
2020-03-13,Washington,53,511,37,53,1.7,7797095,65.53722892949233,0.06553722892949232
2020-03-14,Washington,53,609,40,54,1.7,7797095,78.10601255980592,0.07810601255980593
2020-03-15,Washington,53,675,42,55,1.7,7797095,86.57070357613958,0.08657070357613958
2020-03-16,Washington,53,794,48,56,1.7,7797095,101.83279798437752,0.10183279798437753
2020-03-17,Washington,53,908,54,57,1.7,7797095,116.45362792168109,0.11645362792168108
2020-03-18,Washington,53,1026,68,58,1.7,7797095,131.58746943573217,0.13158746943573216
2020-03-19,Washington,53,1228,75,59,1.7,7797095,157.49455406148059,0.15749455406148058
2020-03-20,Washington,53,1404,83,60,1.7,7797095,180.06706343837033,0.1800670634383703
2020-03-21,Washington,53,1655,95,61,1.7,7797095,212.25853987927556,0.21225853987927557
2020-03-22,Washington,53,1844,97,62,1.7,7797095,236.49833688059462,0.23649833688059463
2020-03-23,Washington,53,2101,110,63,1.7,7797095,269.4593306866211,0.2694593306866211
2020-03-24,Washington,53,2469,123,64,1.7,7797095,316.65639574739055,0.3166563957473905
2020-03-25,Washington,53,2585,130,65,1.7,7797095,331.53373147306786,0.33153373147306786
2020-03-26,Washington,53,3208,151,66,1.7,7797095,411.43528455149,0.41143528455149
2020-03-27,Washington,53,3770,177,67,1.7,7797095,483.5134110845129,0.48351341108451285
2020-03-28,Washington,53,4311,191,68,1.7,7797095,552.8982268396114,0.5528982268396114
2020-03-29,Washington,53,4896,207,69,1.7,7797095,627.9261699389324,0.6279261699389324
2020-03-30,Washington,53,5179,221,70,1.7,7797095,664.2217389938176,0.6642217389938175
2020-03-31,Washington,53,5292,226,71,1.7,7797095,678.7143160369342,0.6787143160369342
2020-04-01,Washington,53,5588,249,72,1.7,7797095,716.6771727162488,0.7166771727162489
2020-04-02,Washington,53,6585,272,73,1.7,7797095,844.5453082205617,0.8445453082205616
2020-04-03,Washington,53,6966,293,74,1.7,7797095,893.4096609057605,0.8934096609057605
2020-04-04,Washington,53,7498,318,75,1.7,7797095,961.6402006131771,0.961640200613177
2020-04-05,Washington,53,7984,344,76,1.7,7797095,1023.9711071879976,1.0239711071879978
2020-04-06,Washington,53,8384,383,77,1.7,7797095,1075.2722648627469,1.0752722648627469
2020-04-07,Washington,53,8682,409,78,1.7,7797095,1113.4916273304352,1.1134916273304354
2020-04-08,Washington,53,9097,430,79,1.7,7797095,1166.7165784179876,1.1667165784179876
2020-04-09,Washington,53,9608,456,80,1.7,7797095,1232.25380734748,1.23225380734748
2020-04-10,Washington,53,9887,483,81,1.7,7797095,1268.0363648256177,1.2680363648256179
2020-04-11,Washington,53,10224,498,82,1.7,7797095,1311.2575901665941,1.3112575901665942
2020-04-12,Washington,53,10411,511,83,1.7,7797095,1335.2408813795394,1.3352408813795393
2020-04-13,Washington,53,10538,525,84,1.7,7797095,1351.5289989412724,1.3515289989412724
2020-04-14,Washington,53,10694,552,85,1.7,7797095,1371.5364504344245,1.3715364504344245
2020-04-15,Washington,53,10783,572,86,1.7,7797095,1382.9509580170563,1.3829509580170563
2020-04-16,Washington,53,11152,588,87,1.7,7797095,1430.2762759720126,1.4302762759720127
2020-04-17,Washington,53,11445,610,88,1.7,7797095,1467.8543739687666,1.4678543739687666
2020-04-18,Washington,53,11802,629,89,1.7,7797095,1513.6406571934804,1.5136406571934804
2020-04-19,Washington,53,11805,637,90,1.7,7797095,1514.025415876041,1.5140254158760411
2020-04-20,Washington,53,12191,661,91,1.7,7797095,1563.5310330321743,1.5635310330321741
2020-04-21,Washington,53,12345,683,92,1.7,7797095,1583.2819787369529,1.5832819787369528
2020-04-22,Washington,53,12539,696,93,1.7,7797095,1608.1630402092062,1.6081630402092062
2020-04-23,Washington,53,12906,717,94,1.7,7797095,1655.2318523757888,1.6552318523757887
2020-04-24,Washington,53,13120,731,95,1.7,7797095,1682.6779717317795,1.6826779717317795
2020-04-25,Washington,53,13484,743,96,1.7,7797095,1729.3620252158016,1.7293620252158015
2020-04-26,Washington,53,13663,757,97,1.7,7797095,1752.319293275252,1.752319293275252
2020-04-27,Washington,53,13864,771,98,1.7,7797095,1778.0981250068135,1.7780981250068133
2020-04-28,Washington,53,14059,792,99,1.7,7797095,1803.1074393732538,1.8031074393732536
2020-04-29,Washington,53,14378,805,100,1.7,7797095,1844.0201126188663,1.8440201126188662
2020-04-30,Washington,53,14696,822,101,1.7,7797095,1884.8045329702923,1.884804532970292
2020-05-01,Washington,53,15010,829,102,1.7,7797095,1925.0759417449706,1.9250759417449705
2020-05-02,Washington,53,15253,833,103,1.7,7797095,1956.2413950323805,1.9562413950323805
2020-05-03,Washington,53,15809,840,104,1.7,7797095,2027.5500042002825,2.0275500042002825
2020-05-04,Washington,53,15905,846,105,1.7,7797095,2039.862282042222,2.039862282042222
2020-05-05,Washington,53,16081,863,106,1.7,7797095,2062.4347914191117,2.0624347914191117
2020-05-06,Washington,53,16713,881,107,1.7,7797095,2143.490620545216,2.143490620545216
2020-05-07,Washington,53,17334,903,108,1.7,7797095,2223.1356678352645,2.2231356678352645
2020-05-08,Washington,53,17537,915,109,1.7,7797095,2249.1710053551997,2.2491710053552
2020-05-09,Washington,53,17763,925,110,1.7,7797095,2278.156159441433,2.278156159441433
2020-05-10,Washington,53,17909,939,111,1.7,7797095,2296.8810819927166,2.2968810819927166
2020-05-11,Washington,53,18300,957,112,1.7,7797095,2347.027963619784,2.347027963619784
2020-05-12,Washington,53,18503,972,113,1.7,7797095,2373.0633011397194,2.3730633011397195
2020-05-13,Washington,53,18604,977,114,1.7,7797095,2386.0168434525935,2.3860168434525937
2020-05-14,Washington,53,18964,991,115,1.7,7797095,2432.1878853598682,2.432187885359868
2020-05-15,Washington,53,19230,1008,116,1.7,7797095,2466.3031552135762,2.4663031552135766
2020-05-16,Washington,53,19426,1015,117,1.7,7797095,2491.4407224742035,2.4914407224742035
2020-01-24,Illinois,17,1,0,4,2.5,12659682,0.07899092568043968,7.899092568043969e-05
2020-01-25,Illinois,17,1,0,5,2.5,12659682,0.07899092568043968,7.899092568043969e-05
2020-01-26,Illinois,17,1,0,6,2.5,12659682,0.07899092568043968,7.899092568043969e-05
2020-01-27,Illinois,17,1,0,7,2.5,12659682,0.07899092568043968,7.899092568043969e-05
2020-01-28,Illinois,17,1,0,8,2.5,12659682,0.07899092568043968,7.899092568043969e-05
2020-01-29,Illinois,17,1,0,9,2.5,12659682,0.07899092568043968,7.899092568043969e-05
2020-01-30,Illinois,17,2,0,10,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-01-31,Illinois,17,2,0,11,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-01,Illinois,17,2,0,12,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-02,Illinois,17,2,0,13,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-03,Illinois,17,2,0,14,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-04,Illinois,17,2,0,15,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-05,Illinois,17,2,0,16,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-06,Illinois,17,2,0,17,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-07,Illinois,17,2,0,18,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-08,Illinois,17,2,0,19,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-09,Illinois,17,2,0,20,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-10,Illinois,17,2,0,21,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-11,Illinois,17,2,0,22,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-12,Illinois,17,2,0,23,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-13,Illinois,17,2,0,24,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-14,Illinois,17,2,0,25,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-15,Illinois,17,2,0,26,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-16,Illinois,17,2,0,27,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-17,Illinois,17,2,0,28,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-18,Illinois,17,2,0,29,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-19,Illinois,17,2,0,30,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-20,Illinois,17,2,0,31,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-21,Illinois,17,2,0,32,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-22,Illinois,17,2,0,33,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-23,Illinois,17,2,0,34,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-24,Illinois,17,2,0,35,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-25,Illinois,17,2,0,36,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-26,Illinois,17,2,0,37,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-27,Illinois,17,2,0,38,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-28,Illinois,17,2,0,39,2.5,12659682,0.15798185136087936,0.00015798185136087938
2020-02-29,Illinois,17,3,0,40,2.5,12659682,0.23697277704131905,0.00023697277704131907
2020-03-01,Illinois,17,3,0,41,2.5,12659682,0.23697277704131905,0.00023697277704131907
2020-03-02,Illinois,17,4,0,42,2.5,12659682,0.3159637027217587,0.00031596370272175876
2020-03-03,Illinois,17,4,0,43,2.5,12659682,0.3159637027217587,0.00031596370272175876
2020-03-04,Illinois,17,4,0,44,2.5,12659682,0.3159637027217587,0.00031596370272175876
2020-03-05,Illinois,17,5,0,45,2.5,12659682,0.3949546284021984,0.00039495462840219843
2020-03-06,Illinois,17,6,0,46,2.5,12659682,0.4739455540826381,0.00047394555408263815
2020-03-07,Illinois,17,6,0,47,2.5,12659682,0.4739455540826381,0.00047394555408263815
2020-03-08,Illinois,17,7,0,48,2.5,12659682,0.5529364797630778,0.0005529364797630778
2020-03-09,Illinois,17,11,0,49,2.5,12659682,0.8689001824848366,0.0008689001824848365
2020-03-10,Illinois,17,19,0,50,2.5,12659682,1.500827587928354,0.001500827587928354
2020-03-11,Illinois,17,25,0,51,2.5,12659682,1.9747731420109917,0.001974773142010992
2020-03-12,Illinois,17,32,0,52,2.5,12659682,2.5277096217740698,0.00252770962177407
2020-03-13,Illinois,17,46,0,53,2.5,12659682,3.6335825813002254,0.003633582581300225
2020-03-14,Illinois,17,66,0,54,2.5,12659682,5.213401094909019,0.0052134010949090185
2020-03-15,Illinois,17,94,0,55,2.5,12659682,7.425147013961331,0.00742514701396133
2020-03-16,Illinois,17,104,0,56,2.5,12659682,8.215056270765727,0.008215056270765726
2020-03-17,Illinois,17,159,1,57,2.5,12659682,12.55955718318991,0.012559557183189908
2020-03-18,Illinois,17,286,1,58,2.5,12659682,22.59140474460575,0.022591404744605748
2020-03-19,Illinois,17,420,4,59,2.5,12659682,33.17618878578467,0.03317618878578467
2020-03-20,Illinois,17,583,5,60,2.5,12659682,46.05170967169634,0.04605170967169634
2020-03-21,Illinois,17,751,6,61,2.5,12659682,59.3221851860102,0.0593221851860102
2020-03-22,Illinois,17,1047,9,62,2.5,12659682,82.70349918742035,0.08270349918742034
2020-03-23,Illinois,17,1285,12,63,2.5,12659682,101.50333949936498,0.10150333949936499
2020-03-24,Illinois,17,1535,16,64,2.5,12659682,121.25107091947491,0.12125107091947492
2020-03-25,Illinois,17,1874,21,65,2.5,12659682,148.02899472514397,0.14802899472514397
2020-03-26,Illinois,17,2538,26,66,2.5,12659682,200.47896937695592,0.20047896937695592
2020-03-27,Illinois,17,3029,37,67,2.5,12659682,239.2635138860518,0.2392635138860518
2020-03-28,Illinois,17,3547,50,68,2.5,12659682,280.18081338851954,0.2801808133885196
2020-03-29,Illinois,17,4613,70,69,2.5,12659682,364.38514016386824,0.36438514016386825
2020-03-30,Illinois,17,5070,84,70,2.5,12659682,400.4839931998292,0.4004839931998292
2020-03-31,Illinois,17,5992,107,71,2.5,12659682,473.3136266771946,0.47331362667719457
2020-04-01,Illinois,17,6978,146,72,2.5,12659682,551.1986793981081,0.5511986793981081
2020-04-02,Illinois,17,7695,165,73,2.5,12659682,607.8351731109834,0.6078351731109833
2020-04-03,Illinois,17,8904,211,74,2.5,12659682,703.3352022586349,0.7033352022586349
2020-04-04,Illinois,17,10357,248,75,2.5,12659682,818.1090172723138,0.8181090172723138
2020-04-05,Illinois,17,11276,282,76,2.5,12659682,890.7016779726378,0.8907016779726378
2020-04-06,Illinois,17,12262,309,77,2.5,12659682,968.5867306935513,0.9685867306935514
2020-04-07,Illinois,17,13549,384,78,2.5,12659682,1070.2480520442773,1.0702480520442772
2020-04-08,Illinois,17,15078,464,79,2.5,12659682,1191.0251774096696,1.1910251774096694
2020-04-09,Illinois,17,16422,534,80,2.5,12659682,1297.1889815241805,1.2971889815241804
2020-04-10,Illinois,17,17887,607,81,2.5,12659682,1412.9106876460246,1.4129106876460247
2020-04-11,Illinois,17,19180,682,82,2.5,12659682,1515.0459545508331,1.5150459545508332
2020-04-12,Illinois,17,20852,727,83,2.5,12659682,1647.118782288528,1.6471187822885283
2020-04-13,Illinois,17,22025,800,84,2.5,12659682,1739.775138111684,1.739775138111684
2020-04-14,Illinois,17,23247,878,85,2.5,12659682,1836.3020492931812,1.8363020492931812
2020-04-15,Illinois,17,24593,958,86,2.5,12659682,1942.6238352590533,1.9426238352590532
2020-04-16,Illinois,17,25734,1081,87,2.5,12659682,2032.7524814604349,2.032752481460435
2020-04-17,Illinois,17,27575,1142,88,2.5,12659682,2178.174775638124,2.1781747756381242
2020-04-18,Illinois,17,29160,1272,89,2.5,12659682,2303.3753928416213,2.303375392841621
2020-04-19,Illinois,17,30357,1302,90,2.5,12659682,2397.9275308811075,2.3979275308811077
2020-04-20,Illinois,17,31508,1359,91,2.5,12659682,2488.846086339294,2.4888460863392936
2020-04-21,Illinois,17,33059,1479,92,2.5,12659682,2611.3610120696558,2.6113610120696555
2020-04-22,Illinois,17,35108,1577,93,2.5,12659682,2773.2134187888764,2.7732134187888766
2020-04-23,Illinois,17,36935,1696,94,2.5,12659682,2917.5298400070396,2.9175298400070395
2020-04-24,Illinois,17,39658,1804,95,2.5,12659682,3132.622130634877,3.1326221306348767
2020-04-25,Illinois,17,41777,1884,96,2.5,12659682,3300.0039021517287,3.3000039021517287
2020-04-26,Illinois,17,43903,1943,97,2.5,12659682,3467.9386101483437,3.4679386101483436
2020-04-27,Illinois,17,45883,1992,98,2.5,12659682,3624.340642995614,3.624340642995614
2020-04-28,Illinois,17,48102,2132,99,2.5,12659682,3799.6215070805097,3.7996215070805097
2020-04-29,Illinois,17,50355,2221,100,2.5,12659682,3977.58806263854,3.97758806263854
2020-04-30,Illinois,17,52918,2361,101,2.5,12659682,4180.041805157507,4.180041805157507
2020-05-01,Illinois,17,56055,2464,102,2.5,12659682,4427.836339017046,4.4278363390170465
2020-05-02,Illinois,17,58505,2576,103,2.5,12659682,4621.364106934123,4.621364106934124
2020-05-03,Illinois,17,61499,2632,104,2.5,12659682,4857.86293842136,4.85786293842136
2020-05-04,Illinois,17,63840,2673,105,2.5,12659682,5042.78069543927,5.042780695439269
2020-05-05,Illinois,17,65889,2843,106,2.5,12659682,5204.63310215849,5.20463310215849
2020-05-06,Illinois,17,68164,2977,107,2.5,12659682,5384.337458081491,5.3843374580814904
2020-05-07,Illinois,17,70802,3139,108,2.5,12659682,5592.715520026491,5.59271552002649
2020-05-08,Illinois,17,73688,3262,109,2.5,12659682,5820.683331540239,5.820683331540239
2020-05-09,Illinois,17,76008,3362,110,2.5,12659682,6003.942279118859,6.003942279118859
2020-05-10,Illinois,17,77662,3426,111,2.5,12659682,6134.593270194307,6.134593270194307
2020-05-11,Illinois,17,79123,3480,112,2.5,12659682,6249.99901261343,6.249999012613429
2020-05-12,Illinois,17,83168,3617,113,2.5,12659682,6569.517306990807,6.569517306990807
2020-05-13,Illinois,17,84874,3815,114,2.5,12659682,6704.275826201638,6.704275826201638
2020-05-14,Illinois,17,88081,3945,115,2.5,12659682,6957.599724858807,6.957599724858808
2020-05-15,Illinois,17,90528,4075,116,2.5,12659682,7150.890519998843,7.1508905199988435
2020-05-16,Illinois,17,92669,4149,117,2.5,12659682,7320.010091880665,7.320010091880665
2020-01-25,California,6,1,0,5,1.8,39937489,0.02503913052720966,2.503913052720966e-05
2020-01-26,California,6,2,0,6,1.8,39937489,0.05007826105441932,5.007826105441932e-05
2020-01-27,California,6,2,0,7,1.8,39937489,0.05007826105441932,5.007826105441932e-05
2020-01-28,California,6,2,0,8,1.8,39937489,0.05007826105441932,5.007826105441932e-05
2020-01-29,California,6,2,0,9,1.8,39937489,0.05007826105441932,5.007826105441932e-05
2020-01-30,California,6,2,0,10,1.8,39937489,0.05007826105441932,5.007826105441932e-05
2020-01-31,California,6,3,0,11,1.8,39937489,0.07511739158162897,7.511739158162897e-05
2020-02-01,California,6,3,0,12,1.8,39937489,0.07511739158162897,7.511739158162897e-05
2020-02-02,California,6,6,0,13,1.8,39937489,0.15023478316325795,0.00015023478316325794
2020-02-03,California,6,6,0,14,1.8,39937489,0.15023478316325795,0.00015023478316325794
2020-02-04,California,6,6,0,15,1.8,39937489,0.15023478316325795,0.00015023478316325794
2020-02-05,California,6,6,0,16,1.8,39937489,0.15023478316325795,0.00015023478316325794
2020-02-06,California,6,6,0,17,1.8,39937489,0.15023478316325795,0.00015023478316325794
2020-02-07,California,6,6,0,18,1.8,39937489,0.15023478316325795,0.00015023478316325794
2020-02-08,California,6,6,0,19,1.8,39937489,0.15023478316325795,0.00015023478316325794
2020-02-09,California,6,6,0,20,1.8,39937489,0.15023478316325795,0.00015023478316325794
2020-02-10,California,6,7,0,21,1.8,39937489,0.17527391369046763,0.00017527391369046762
2020-02-11,California,6,7,0,22,1.8,39937489,0.17527391369046763,0.00017527391369046762
2020-02-12,California,6,7,0,23,1.8,39937489,0.17527391369046763,0.00017527391369046762
2020-02-13,California,6,7,0,24,1.8,39937489,0.17527391369046763,0.00017527391369046762
2020-02-14,California,6,7,0,25,1.8,39937489,0.17527391369046763,0.00017527391369046762
2020-02-15,California,6,7,0,26,1.8,39937489,0.17527391369046763,0.00017527391369046762
2020-02-16,California,6,7,0,27,1.8,39937489,0.17527391369046763,0.00017527391369046762
2020-02-17,California,6,7,0,28,1.8,39937489,0.17527391369046763,0.00017527391369046762
2020-02-18,California,6,7,0,29,1.8,39937489,0.17527391369046763,0.00017527391369046762
2020-02-19,California,6,7,0,30,1.8,39937489,0.17527391369046763,0.00017527391369046762
2020-02-20,California,6,8,0,31,1.8,39937489,0.2003130442176773,0.00020031304421767727
2020-02-21,California,6,9,0,32,1.8,39937489,0.22535217474488692,0.00022535217474488692
2020-02-22,California,6,9,0,33,1.8,39937489,0.22535217474488692,0.00022535217474488692
2020-02-23,California,6,9,0,34,1.8,39937489,0.22535217474488692,0.00022535217474488692
2020-02-24,California,6,11,0,35,1.8,39937489,0.27543043579930626,0.00027543043579930627
2020-02-25,California,6,11,0,36,1.8,39937489,0.27543043579930626,0.00027543043579930627
2020-02-26,California,6,26,0,37,1.8,39937489,0.6510173937074512,0.0006510173937074511
2020-02-27,California,6,26,0,38,1.8,39937489,0.6510173937074512,0.0006510173937074511
2020-02-28,California,6,27,0,39,1.8,39937489,0.6760565242346609,0.0006760565242346609
2020-02-29,California,6,28,0,40,1.8,39937489,0.7010956547618705,0.0007010956547618705
2020-03-01,California,6,33,0,41,1.8,39937489,0.8262913073979188,0.0008262913073979188
2020-03-02,California,6,38,0,42,1.8,39937489,0.9514869600339672,0.0009514869600339671
2020-03-03,California,6,45,0,43,1.8,39937489,1.1267608737244346,0.0011267608737244347
2020-03-04,California,6,55,1,44,1.8,39937489,1.3771521789965313,0.0013771521789965313
2020-03-05,California,6,67,1,45,1.8,39937489,1.677621745323047,0.0016776217453230472
2020-03-06,California,6,81,1,46,1.8,39937489,2.028169572703982,0.002028169572703982
2020-03-07,California,6,100,1,47,1.8,39937489,2.5039130527209656,0.002503913052720966
2020-03-08,California,6,112,1,48,1.8,39937489,2.804382619047482,0.002804382619047482
2020-03-09,California,6,172,2,49,1.8,39937489,4.306730450680061,0.004306730450680062
2020-03-10,California,6,179,3,50,1.8,39937489,4.482004364370529,0.004482004364370529
2020-03-11,California,6,202,4,51,1.8,39937489,5.057904366496351,0.005057904366496352
2020-03-12,California,6,252,4,52,1.8,39937489,6.309860892856834,0.006309860892856834
2020-03-13,California,6,320,5,53,1.8,39937489,8.012521768707092,0.008012521768707091
2020-03-14,California,6,381,5,54,1.8,39937489,9.53990873086688,0.00953990873086688
2020-03-15,California,6,478,6,55,1.8,39937489,11.968704392006218,0.011968704392006218
2020-03-16,California,6,588,11,56,1.8,39937489,14.72300874999928,0.01472300874999928
2020-03-17,California,6,732,14,57,1.8,39937489,18.328643545917473,0.018328643545917473
2020-03-18,California,6,893,17,58,1.8,39937489,22.35994356079823,0.022359943560798227
2020-03-19,California,6,1067,19,59,1.8,39937489,26.71675227253271,0.026716752272532708
2020-03-20,California,6,1283,24,60,1.8,39937489,32.12520446640999,0.03212520446640999
2020-03-21,California,6,1544,28,61,1.8,39937489,38.66041753401172,0.03866041753401172
2020-03-22,California,6,1851,35,62,1.8,39937489,46.34743060586508,0.04634743060586508
2020-03-23,California,6,2240,39,63,1.8,39937489,56.087652380949635,0.056087652380949635
2020-03-24,California,6,2644,52,64,1.8,39937489,66.20346111394235,0.06620346111394235
2020-03-25,California,6,3183,67,65,1.8,39937489,79.69955246810835,0.07969955246810835
2020-03-26,California,6,4060,82,66,1.8,39937489,101.65886994047122,0.10165886994047121
2020-03-27,California,6,4914,102,67,1.8,39937489,123.04228741070825,0.12304228741070826
2020-03-28,California,6,5565,121,68,1.8,39937489,139.34276138392175,0.13934276138392176
2020-03-29,California,6,6266,130,69,1.8,39937489,156.89519188349573,0.15689519188349574
2020-03-30,California,6,7421,146,70,1.8,39937489,185.81538764242288,0.1858153876424229
2020-03-31,California,6,8582,183,71,1.8,39937489,214.8858181845133,0.2148858181845133
2020-04-01,California,6,9816,212,72,1.8,39937489,245.78410525509005,0.24578410525509004
2020-04-02,California,6,11190,247,73,1.8,39937489,280.18787059947607,0.2801878705994761
2020-04-03,California,6,12569,282,74,1.8,39937489,314.7168315964982,0.3147168315964982
2020-04-04,California,6,13796,323,75,1.8,39937489,345.4398447533845,0.3454398447533845
2020-04-05,California,6,15076,349,76,1.8,39937489,377.48993182821283,0.37748993182821283
2020-04-06,California,6,16284,386,77,1.8,39937489,407.7372015050821,0.40773720150508214
2020-04-07,California,6,17540,447,78,1.8,39937489,439.18634944725744,0.43918634944725743
2020-04-08,California,6,19043,506,79,1.8,39937489,476.8201626296535,0.47682016262965354
2020-04-09,California,6,20191,548,80,1.8,39937489,505.5650844748902,0.5055650844748902
